"author","year","title","doi","search","relevance","NM","NMspecific","coating","coatingtype","NMsize","NMsizeunits","NMconc","NMconcunits","applicationsite","presspulse","kingdom","phylum","class","order","family","genus","species","generalorganism","organism","trophiclevel","ecosystemgeneral","ecosystemspecific","settinggeneral","settingspecific","duration_days","responsegeneral","responsespecific","responseunits","expn","expmean","expsd","conn","conmean","consd","RRsignif_yn","RRp_modifier","RRp_value","response_nonRR","responseunits_nonRR","responsesd_nonRR","n_nonRR","MPcomparison_yn","MPsignif_yn","MPeffectdirection","MPp_modifier","MPp_value","IONcomparison_yn","IONsignif_yn","IONeffectdirection","IONp_modifier","IONp_value","expgeary","congeary","responseratio","RRvar","RRadj","RRadjvar","newcat","newtrophic","NMconcfixed","response_nonRRfixed","NMconcfixedunits","response_nonRRfixedunits","NMconcfixedmmol","response_nonRRfixedmmol","NMconcfixedmmolunits","response_nonRRfixedmmolunits"
"Kim",2016,"Trophic transfer of nano-TiO2 in a paddy microcosm: A comparison of single-dose versus sequential multi-dose exposures","10.1016/j.envpol.2016.01.076","Trophic Transfer",23,"Ti","TiO2","no",NA,25,"nm",6,"mg/L","environment","pulse","Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Misgurnus","mizolepis","fish","Misgurnus mizolepis","Omnivore","Aquatic","freshwater","Mesocosm","Greenhouse",14,"BMF","BMF biofilm to fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMF","Animal",6,0.04,"mg/L",NA,0.075125835774923,0.04,"mmol/L",NA
"Kim",2016,"Trophic transfer of nano-TiO2 in a paddy microcosm: A comparison of single-dose versus sequential multi-dose exposures","10.1016/j.envpol.2016.01.076","Trophic Transfer",23,"Ti","TiO2","no",NA,25,"nm",6,"mg/L","environment","press","Animalia","Mollusca","Gastropoda","Viviparoidea","Viviparidae","Cipangopaludina","chinensis","mollusc","Cipangopaludina chinensis","Primary consumer","Aquatic","freshwater","Mesocosm","Greenhouse",14,"BMF","BMF biofilm to snail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMF","Animal",6,0.01,"mg/L",NA,0.075125835774923,0.01,"mmol/L",NA
"Kim",2016,"Trophic transfer of nano-TiO2 in a paddy microcosm: A comparison of single-dose versus sequential multi-dose exposures","10.1016/j.envpol.2016.01.076","Trophic Transfer",23,"Ti","TiO2","no",NA,25,"nm",6,"mg/L","environment","press","Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Misgurnus","mizolepis","fish","Misgurnus mizolepis","Omnivore","Aquatic","freshwater","Mesocosm","Greenhouse",14,"BMF","BMF biofilm to fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMF","Animal",6,0.05,"mg/L",NA,0.075125835774923,0.05,"mmol/L",NA
"Jin",2016,"Trophic transfer of silver nanoparticles from earthworms disrupts the locomotion of springtails (Collembola)","10.1016/j.jhazmat.2016.05.005","Trophic Transfer",26,"Ag","Ag","yes","PVP",50,"nm",500,"ug/g","environment","pulse","Animalia","Annelida","Clitellata","Haplotaxida","Lumbricidae","Eisenia","andrei","annelid","Eisenia andrei","Detritivore","Terrestrial","soil","Microcosm","Indoor",7,"BCF","BCF from soil to worm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCF","Animal",500,0.007,"mg/kg",NA,4.63528639580525,0.007,"mmol/kg",NA
"Jin",2016,"Trophic transfer of silver nanoparticles from earthworms disrupts the locomotion of springtails (Collembola)","10.1016/j.jhazmat.2016.05.005","Trophic Transfer",26,"Ag","Ag","yes","PVP",50,"nm",500,"ug/g","environment","pulse","Animalia","Annelida","Clitellata","Haplotaxida","Lumbricidae","Eisenia","andrei","annelid","Eisenia andrei","Detritivore","Terrestrial","soil","Microcosm","Indoor",7,"BAF","BAF from soil to worm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAF","Animal",500,0.51,"mg/kg",NA,4.63528639580525,0.51,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in midintestine","ug/g DW",12,12.19,4.15,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,9.96761808236736,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in hindintestine","ug/g DW",12,46.36,8.19,12,0.04,0.01,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,19.2085819992867,13.5736226552337,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in liver","ug/g DW",12,87.67,4.08,12,0.53,0.06,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,72.9166359181577,29.975083363641,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in gallbladder","ug/g DW",12,10.37,4.02,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,8.75363600340628,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in kidney","ug/g DW",12,31.16,8.05,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,13.1352199359342,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in spleen","ug/g DW",12,2.31,0.8,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","smaller","<",0.05,9.79845885424679,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in gill","ug/g DW",12,0.63,0.08,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,26.7230696024913,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in brain","ug/g DW",12,1.05,0.14,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,25.4505424785631,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in carcass","ug/g DW",12,0.26,0.07,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,12.6040781798598,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag","yes","PVP",50,"nm",96.19,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in blood","ug/ml",12,54.97,5.74,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","no","neither",">",0.05,32.4974754946949,NA,NA,NA,NA,NA,"Concentration","Animal",96.19,NA,"mg/kg",NA,0.891736396825014,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in midintestine","ug/g DW",12,NA,NA,12,NA,NA,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,NA,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in hindintestine","ug/g DW",12,0.04,0.01,12,0.04,0.01,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,13.5736226552337,13.5736226552337,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in liver","ug/g DW",12,10.41,2.15,12,0.53,0.06,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,16.4303967256956,29.975083363641,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in gallbladder","ug/g DW",12,0.26,0.13,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,6.78681132761683,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in kidney","ug/g DW",12,0.14,0.06,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,7.9179465488863,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in spleen","ug/g DW",12,NA,NA,12,NA,NA,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,NA,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in gill","ug/g DW",12,NA,NA,12,NA,NA,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,NA,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in brain","ug/g DW",12,0.04,0.01,12,NA,NA,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,13.5736226552337,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in carcass","ug/g DW",12,NA,NA,12,NA,NA,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,NA,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Clark",2019,"Dietary exposure to silver nitrate compared to two forms of silver nanoparticles in rainbow trout: bioaccumulation potential with minimal physiological effects","10.1039/c9en00261h","Trophic Transfer",29,"Ag","Ag2S","yes","PVP",20,"nm",88.16,"mg/kg","diet","press","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","fish","Oncorhynchus mykiss","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",42,"NP Concentration","concentration in blood","ug/ml",12,NA,NA,12,NA,NA,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","greater","<",0.05,NA,NA,NA,NA,NA,NA,"Concentration","Animal",88.16,NA,"mg/kg",NA,0.711541565778854,NA,"mmol/kg",NA
"Lacave",2017,"Acute toxicity, bioaccumulation and effects of dietary transfer of silver from brine shrimp exposed to PVP/PEI-coated silver nanoparticles to zebrafish","10.1016/j.cbpc.2017.03.008","Trophic Transfer",72,"Ag","Ag","no",NA,5,"nm",0.1,"ug/L","environment","press","Animalia","Arthropoda","Branchiopoda","Anostraca","Artemiidae","Artemia","sp.","microcrustacean","Artemia sp.","Primary consumer","Aquatic","freshwater","Lab","Indoor",1,"NP Concentration","Ag accumulation (per gram of dry weight)","ug/g",4,0.33913,0.234783,4,0.234783,0.182609,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,2.71894623095018,2.42016806722689,NA,NA,NA,NA,"Concentration","Animal",1e-04,NA,"mg/L",NA,9.2705727916105e-07,NA,"mmol/L",NA
"Lacave",2017,"Acute toxicity, bioaccumulation and effects of dietary transfer of silver from brine shrimp exposed to PVP/PEI-coated silver nanoparticles to zebrafish","10.1016/j.cbpc.2017.03.008","Trophic Transfer",72,"Ag","Ag","no",NA,5,"nm",1,"ug/L","environment","press","Animalia","Arthropoda","Branchiopoda","Anostraca","Artemiidae","Artemia","sp.","microcrustacean","Artemia sp.","Primary consumer","Aquatic","freshwater","Lab","Indoor",1,"NP Concentration","Ag accumulation (per gram of dry weight)","ug/g",4,0.573913,0.365217,4,0.234783,0.182609,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,2.95798613845854,2.42016806722689,NA,NA,NA,NA,"Concentration","Animal",0.001,NA,"mg/L",NA,9.2705727916105e-06,NA,"mmol/L",NA
"Lacave",2017,"Acute toxicity, bioaccumulation and effects of dietary transfer of silver from brine shrimp exposed to PVP/PEI-coated silver nanoparticles to zebrafish","10.1016/j.cbpc.2017.03.008","Trophic Transfer",72,"Ag","Ag","no",NA,5,"nm",10,"ug/L","environment","press","Animalia","Arthropoda","Branchiopoda","Anostraca","Artemiidae","Artemia","sp.","microcrustacean","Artemia sp.","Primary consumer","Aquatic","freshwater","Lab","Indoor",1,"NP Concentration","Ag accumulation (per gram of dry weight)","ug/g",4,1.8,0.33913,4,0.234783,0.182609,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,9.99096303517131,2.42016806722689,NA,NA,NA,NA,"Concentration","Animal",0.01,NA,"mg/L",NA,9.2705727916105e-05,NA,"mmol/L",NA
"Lacave",2017,"Acute toxicity, bioaccumulation and effects of dietary transfer of silver from brine shrimp exposed to PVP/PEI-coated silver nanoparticles to zebrafish","10.1016/j.cbpc.2017.03.008","Trophic Transfer",72,"Ag","Ag","no",NA,5,"nm",100,"ug/L","environment","press","Animalia","Arthropoda","Branchiopoda","Anostraca","Artemiidae","Artemia","sp.","microcrustacean","Artemia sp.","Primary consumer","Aquatic","freshwater","Lab","Indoor",1,"NP Concentration","Ag accumulation (per gram of dry weight)","ug/g",4,7.8,2.634783,4,0.234783,0.182609,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,5.57250936459529,2.42016806722689,NA,NA,NA,NA,"Concentration","Animal",0.1,NA,"mg/L",NA,0.00092705727916105,NA,"mmol/L",NA
"Lacave",2017,"Acute toxicity, bioaccumulation and effects of dietary transfer of silver from brine shrimp exposed to PVP/PEI-coated silver nanoparticles to zebrafish","10.1016/j.cbpc.2017.03.008","Trophic Transfer",72,"Ag","Ag","no",NA,5,"nm",1000,"ug/L","environment","press","Animalia","Arthropoda","Branchiopoda","Anostraca","Artemiidae","Artemia","sp.","microcrustacean","Artemia sp.","Primary consumer","Aquatic","freshwater","Lab","Indoor",1,"NP Concentration","Ag accumulation (per gram of dry weight)","ug/g",4,8.217391,1.2,4,0.234783,0.182609,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,12.8900250980392,2.42016806722689,NA,NA,NA,NA,"Concentration","Animal",1,NA,"mg/L",NA,0.0092705727916105,NA,"mmol/L",NA
"Lacave",2017,"Acute toxicity, bioaccumulation and effects of dietary transfer of silver from brine shrimp exposed to PVP/PEI-coated silver nanoparticles to zebrafish","10.1016/j.cbpc.2017.03.008","Trophic Transfer",72,"Ag","Ag","no",NA,5,"nm",0.29,"ug/g","diet","press","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Danio","rerio","fish","Danio rerio","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",21,"NP Concentration","Ag accumulation (per gram of dry weight)","ug/g",5,0.721562,0.356537,5,0.589983,0.288625,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,4.30987575851863,4.35312617235005,NA,NA,NA,NA,"Concentration","Animal",0.29,NA,"mg/kg",NA,0.00268846610956705,NA,"mmol/kg",NA
"Lacave",2017,"Acute toxicity, bioaccumulation and effects of dietary transfer of silver from brine shrimp exposed to PVP/PEI-coated silver nanoparticles to zebrafish","10.1016/j.cbpc.2017.03.008","Trophic Transfer",72,"Ag","Ag","no",NA,5,"nm",3.89,"ug/g","diet","press","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Danio","rerio","fish","Danio rerio","Secondary or higher consumer","Aquatic","freshwater","Lab","Indoor",21,"NP Concentration","Ag accumulation (per gram of dry weight)","ug/g",5,1.396435,0.925297,5,0.589983,0.288625,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,3.21392156985159,4.35312617235005,NA,NA,NA,NA,"Concentration","Animal",3.89,NA,"mg/kg",NA,0.0360625281593649,NA,"mmol/kg",NA
"Chen",2017,"Comparison on the effects of water-borne and dietary-borne accumulated ZnO nanoparticles on Daphnia magna","10.1016/j.chemosphere.2017.08.132","Trophic Transfer",75,"Zn","ZnO","no",NA,63,"nm",0.1,"mg/L","diet","pulse","Animalia","Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia","magna","microcrustacean","Daphnia magna","Primary consumer","Aquatic","freshwater","Lab","Indoor",14,"NP Concentration","concentration in whole body, wet weight","mg/g",3,0.5079,0.0233,3,0.2123,0.0059,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,34.8514468866649,57.5302821038132,NA,NA,NA,NA,"Concentration","Animal",0.1,NA,"mg/L",NA,0.00122880314573605,NA,"mmol/L",NA
"Chen",2017,"Comparison on the effects of water-borne and dietary-borne accumulated ZnO nanoparticles on Daphnia magna","10.1016/j.chemosphere.2017.08.132","Trophic Transfer",75,"Zn","ZnO","no",NA,63,"nm",0.1,"mg/L","environment","pulse","Animalia","Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia","magna","microcrustacean","Daphnia magna","Primary consumer","Aquatic","freshwater","Lab","Indoor",14,"NP Concentration","concentration in whole body, wet weight","mg/g",3,0.7202,0.0233,3,0.2123,0.0059,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,49.4192007241111,57.5302821038132,NA,NA,NA,NA,"Concentration","Animal",0.1,NA,"mg/L",NA,0.00122880314573605,NA,"mmol/L",NA
